created_at,entry_id,field1
2019-03-23 13:00:14 UTC,1,134
2019-03-23 14:00:09 UTC,2,89
2019-03-23 15:00:14 UTC,3,89
2019-03-23 16:00:09 UTC,4,93
2019-03-23 17:00:10 UTC,5,108
2019-03-23 18:00:22 UTC,6,108
2019-03-23 19:00:14 UTC,7,103
2019-03-23 20:00:09 UTC,8,88
2019-03-23 21:00:09 UTC,9,84
2019-03-23 22:00:14 UTC,10,84
2019-03-23 23:00:14 UTC,11,84
2019-03-24 00:00:10 UTC,12,84
2019-03-24 01:00:11 UTC,13,84
2019-03-24 02:00:09 UTC,14,88
2019-03-24 03:00:14 UTC,15,95
2019-03-24 04:00:14 UTC,16,84
2019-03-24 05:00:10 UTC,17,83
2019-03-24 06:00:14 UTC,18,88
2019-03-24 07:00:14 UTC,19,87
2019-03-24 08:00:14 UTC,20,84
2019-03-24 09:00:12 UTC,21,84
2019-03-24 10:00:09 UTC,22,108
2019-03-24 11:00:14 UTC,23,107
2019-03-24 12:00:14 UTC,24,85
2019-03-24 13:00:14 UTC,25,89
2019-03-24 14:00:09 UTC,26,108
2019-03-24 15:00:15 UTC,27,108
2019-03-24 16:00:15 UTC,28,108
2019-03-24 17:00:14 UTC,29,108
2019-03-24 18:00:14 UTC,30,108
2019-03-24 19:00:14 UTC,31,103
2019-03-24 20:00:14 UTC,32,106
2019-03-24 21:00:14 UTC,33,91
2019-03-24 22:00:09 UTC,34,108
2019-03-24 23:00:14 UTC,35,97
2019-03-25 00:00:14 UTC,36,89
2019-03-25 01:00:14 UTC,37,90
2019-03-25 02:00:09 UTC,38,84
2019-03-25 03:00:10 UTC,39,84
2019-03-25 04:00:14 UTC,40,85
2019-03-25 05:00:14 UTC,41,80
2019-03-25 06:00:13 UTC,42,84
2019-03-25 07:00:09 UTC,43,91
2019-03-25 08:00:09 UTC,44,84
2019-03-25 09:00:10 UTC,45,85
2019-03-25 10:00:14 UTC,46,108
2019-03-25 11:00:14 UTC,47,108
2019-03-25 12:00:14 UTC,48,108
2019-03-25 13:00:09 UTC,49,108
2019-03-25 14:00:10 UTC,50,108
2019-03-25 15:00:14 UTC,51,108
2019-03-25 16:00:09 UTC,52,107
2019-03-25 17:00:14 UTC,53,101
2019-03-25 18:00:09 UTC,54,99
2019-03-25 19:00:14 UTC,55,106
2019-03-25 19:46:36 UTC,56,108
2019-03-25 20:01:05 UTC,57,108
2019-03-25 21:01:07 UTC,58,107
2019-03-25 22:01:04 UTC,59,107
2019-03-25 23:01:05 UTC,60,107
2019-03-25 23:19:33 UTC,61,107
2019-03-26 00:01:05 UTC,62,107
2019-03-26 01:01:05 UTC,63,107
2019-03-26 02:01:04 UTC,64,107
2019-03-26 03:01:05 UTC,65,106
2019-03-26 04:01:05 UTC,66,105
2019-03-26 05:01:09 UTC,67,107
2019-03-26 06:01:04 UTC,68,106
2019-03-26 07:01:05 UTC,69,107
2019-03-26 08:01:05 UTC,70,108
2019-03-26 09:01:05 UTC,71,108
2019-03-26 10:01:06 UTC,72,108
2019-03-26 11:01:05 UTC,73,108
2019-03-26 12:01:05 UTC,74,109
2019-03-26 13:01:05 UTC,75,81
2019-03-26 14:01:04 UTC,76,107
2019-03-26 15:01:06 UTC,77,109
2019-03-26 16:01:05 UTC,78,109
2019-03-26 17:01:06 UTC,79,109
2019-03-26 18:01:06 UTC,80,109
2019-03-26 19:01:06 UTC,81,109
2019-03-26 20:01:05 UTC,82,109
2019-03-26 21:01:06 UTC,83,108
2019-03-26 22:01:04 UTC,84,109
2019-03-26 23:01:06 UTC,85,108
2019-03-27 00:01:06 UTC,86,109
2019-03-27 01:01:05 UTC,87,109
2019-03-27 02:01:06 UTC,88,109
2019-03-27 03:01:06 UTC,89,109
2019-03-27 04:01:06 UTC,90,109
2019-03-27 05:01:06 UTC,91,108
2019-03-27 06:01:06 UTC,92,106
2019-03-27 07:01:06 UTC,93,107
2019-03-27 08:01:06 UTC,94,106
2019-03-27 09:01:06 UTC,95,109
2019-03-27 10:01:06 UTC,96,108
2019-03-27 11:01:06 UTC,97,78
2019-03-27 12:01:09 UTC,98,108
2019-03-27 13:01:07 UTC,99,107
2019-03-27 14:01:06 UTC,100,107
2019-03-27 15:01:04 UTC,101,109
2019-03-27 16:01:09 UTC,102,109
2019-03-27 17:01:07 UTC,103,109
2019-03-27 18:01:05 UTC,104,109
2019-03-27 19:01:04 UTC,105,109
2019-03-27 20:01:09 UTC,106,109
2019-03-27 21:01:07 UTC,107,109
2019-03-27 22:01:05 UTC,108,109
2019-03-27 23:01:07 UTC,109,109
2019-03-28 00:01:05 UTC,110,109
2019-03-28 01:01:09 UTC,111,108
2019-03-28 02:01:07 UTC,112,109
2019-03-28 03:01:07 UTC,113,108
2019-03-28 04:01:09 UTC,114,108
2019-03-28 05:01:09 UTC,115,108
2019-03-28 06:01:05 UTC,116,108
2019-03-28 07:01:10 UTC,117,107
2019-03-28 08:01:09 UTC,118,108
2019-03-28 09:01:06 UTC,119,109
2019-03-28 10:01:04 UTC,120,109
2019-03-28 11:01:09 UTC,121,77
2019-03-28 12:01:06 UTC,122,77
2019-03-28 13:01:10 UTC,123,77
2019-03-28 14:01:09 UTC,124,77
2019-03-28 15:01:09 UTC,125,77
2019-03-28 16:01:04 UTC,126,108
2019-03-28 17:01:07 UTC,127,108
2019-03-28 18:01:09 UTC,128,109
2019-03-28 19:01:04 UTC,129,109
2019-03-28 20:01:04 UTC,130,109
2019-03-28 21:01:04 UTC,131,109
2019-03-28 22:01:06 UTC,132,109
2019-03-28 23:01:05 UTC,133,109
2019-03-29 00:01:42 UTC,134,109
2019-03-29 01:01:09 UTC,135,109
2019-03-29 02:01:09 UTC,136,109
2019-03-29 03:01:09 UTC,137,109
2019-03-29 04:01:04 UTC,138,109
2019-03-29 05:01:09 UTC,139,108
2019-03-29 06:01:04 UTC,140,108
2019-03-29 07:01:09 UTC,141,108
2019-03-29 08:01:09 UTC,142,108
2019-03-29 09:01:05 UTC,143,109
2019-03-29 10:01:09 UTC,144,76
2019-03-29 11:01:09 UTC,145,77
2019-03-29 12:01:09 UTC,146,125
2019-03-29 13:01:10 UTC,147,125
2019-03-29 14:01:10 UTC,148,123
2019-03-29 15:01:09 UTC,149,76
2019-03-29 16:01:09 UTC,150,77
2019-03-29 17:01:09 UTC,151,108
2019-03-29 18:01:10 UTC,152,108
2019-03-29 19:01:09 UTC,153,109
2019-03-29 20:01:09 UTC,154,109
2019-03-29 21:01:04 UTC,155,109
2019-03-29 22:01:10 UTC,156,109
2019-03-29 23:01:05 UTC,157,109
2019-03-30 00:01:10 UTC,158,109
2019-03-30 01:01:11 UTC,159,109
2019-03-30 02:01:09 UTC,160,109
2019-03-30 03:01:04 UTC,161,109
2019-03-30 04:01:09 UTC,162,109
2019-03-30 05:01:04 UTC,163,109
2019-03-30 06:01:05 UTC,164,109
2019-03-30 07:01:05 UTC,165,109
2019-03-30 08:01:09 UTC,166,109
2019-03-30 09:01:04 UTC,167,109
2019-03-30 10:01:04 UTC,168,108
2019-03-30 11:01:10 UTC,169,76
2019-03-30 12:01:09 UTC,170,124
2019-03-30 13:01:09 UTC,171,125
2019-03-30 14:01:09 UTC,172,124
2019-03-30 15:01:06 UTC,173,77
2019-03-30 16:01:10 UTC,174,77
2019-03-30 17:01:06 UTC,175,77
2019-03-30 18:01:11 UTC,176,77
2019-03-30 19:01:05 UTC,177,108
2019-03-30 20:01:05 UTC,178,109
2019-03-30 21:01:10 UTC,179,109
2019-03-30 22:01:05 UTC,180,109
2019-03-30 23:01:09 UTC,181,109
2019-03-31 00:01:04 UTC,182,109
2019-03-31 01:01:09 UTC,183,109
2019-03-31 02:01:04 UTC,184,109
2019-03-31 03:01:09 UTC,185,110
2019-03-31 04:01:05 UTC,186,109
2019-03-31 05:01:05 UTC,187,109
2019-03-31 06:01:10 UTC,188,109
2019-03-31 07:01:05 UTC,189,109
2019-03-31 08:01:05 UTC,190,109
2019-03-31 09:01:09 UTC,191,108
2019-03-31 10:01:05 UTC,192,74
2019-03-31 11:01:05 UTC,193,75
2019-03-31 12:01:10 UTC,194,124
2019-03-31 13:01:04 UTC,195,125
2019-03-31 14:01:09 UTC,196,122
2019-03-31 15:01:04 UTC,197,73
2019-03-31 16:01:05 UTC,198,72
2019-03-31 17:01:10 UTC,199,72
2019-03-31 18:01:09 UTC,200,73
2019-03-31 19:01:09 UTC,201,108
2019-03-31 20:01:10 UTC,202,109
2019-03-31 21:01:10 UTC,203,109
2019-03-31 22:01:10 UTC,204,109
2019-03-31 23:01:05 UTC,205,109
2019-04-01 00:01:06 UTC,206,110
2019-04-01 01:01:10 UTC,207,109
2019-04-01 02:01:05 UTC,208,110
2019-04-01 03:01:09 UTC,209,110
2019-04-01 04:01:09 UTC,210,110
2019-04-01 05:01:09 UTC,211,110
2019-04-01 06:01:09 UTC,212,110
2019-04-01 07:01:10 UTC,213,109
2019-04-01 08:01:09 UTC,214,109
2019-04-01 09:01:04 UTC,215,109
2019-04-01 10:01:05 UTC,216,72
2019-04-01 11:01:09 UTC,217,123
2019-04-01 12:01:09 UTC,218,125
2019-04-01 13:01:10 UTC,219,126
2019-04-01 14:01:09 UTC,220,124
2019-04-01 15:01:06 UTC,221,72
2019-04-01 16:01:09 UTC,222,72
2019-04-01 17:01:04 UTC,223,70
2019-04-01 18:01:09 UTC,224,70
2019-04-01 19:01:09 UTC,225,108
2019-04-01 20:01:10 UTC,226,108
2019-04-01 21:01:09 UTC,227,109
2019-04-01 22:01:04 UTC,228,109
2019-04-01 23:01:09 UTC,229,109
2019-04-02 00:01:10 UTC,230,109
2019-04-02 01:01:09 UTC,231,109
2019-04-02 02:01:09 UTC,232,109
2019-04-02 03:01:10 UTC,233,108
2019-04-02 04:01:09 UTC,234,108
2019-04-02 05:01:10 UTC,235,108
2019-04-02 06:01:09 UTC,236,108
2019-04-02 07:01:09 UTC,237,108
2019-04-02 08:01:04 UTC,238,108
2019-04-02 09:01:09 UTC,239,108
2019-04-02 10:01:10 UTC,240,107
2019-04-02 11:01:09 UTC,241,69
2019-04-02 12:01:10 UTC,242,69
2019-04-02 13:01:10 UTC,243,107
2019-04-02 14:01:09 UTC,244,69
2019-04-02 15:01:04 UTC,245,69
2019-04-02 16:01:09 UTC,246,69
2019-04-02 17:01:10 UTC,247,68
2019-04-02 18:01:10 UTC,248,69
2019-04-02 19:01:09 UTC,249,108
2019-04-02 20:01:09 UTC,250,107
2019-04-02 21:01:09 UTC,251,108
